"1","75","2","4"
"2","74","2","1"
"3","71","2","4"
"9","64","2","5"
"10","65","2","5"
"11","72","2","4"
"12","76","2","3"
"15","132","2","5"
"16","192","2","1"
"17","194","2","4"
"18","228","2","5"
"19","217","2","4"
"20","229","2","4"
"21","133","2","4"
"22","133","230","3"
