"Id_metadata","Id_course","Id_course_sections","Id_resource","Property","Value","grade","courseGrade","lang"
"4834","75","1138","640","format","Video",NULL,"8",NULL
"4835","75","1138","640","resourcetype","Exercise",NULL,"8",NULL
"4836","75","1138","640","time","minutes30",NULL,"8",NULL
"4849","75","1141","643","language","English",NULL,"8",NULL
"4850","75","1141","643","format","Video",NULL,"8",NULL
"4851","75","1141","643","resourcetype","Exercise",NULL,"8",NULL
"4852","75","1141","643","time","minutes30",NULL,"8",NULL
"4857","75","1144","644","language","English",NULL,"8",NULL
"4858","75","1144","644","format","Video",NULL,"8",NULL
"4859","75","1144","644","resourcetype","Exercise",NULL,"8",NULL
"4860","75","1144","644","time","minutes30",NULL,"8",NULL
"4865","75","1150","646","language","English",NULL,"8",NULL
"4866","75","1150","646","format","Video",NULL,"8",NULL
"4867","75","1150","646","resourcetype","Exercise",NULL,"8",NULL
"4868","75","1150","646","time","minutes30",NULL,"8",NULL
"4888","75","1150","646","language","English",NULL,"8",NULL
"4889","75","1150","646","format","Video",NULL,"8",NULL
"4890","75","1150","646","resourcetype","Exercise",NULL,"8",NULL
"4891","75","1150","646","time","minutes30",NULL,"8",NULL
"4892","75","1150","637","language","English",NULL,"8",NULL
"4893","75","1150","637","format","Video",NULL,"8",NULL
"4894","75","1150","637","resourcetype","Exercise",NULL,"8",NULL
"4895","75","1150","637","time","minutes30",NULL,"8",NULL
"4896","75","1150","646","language","English",NULL,"8",NULL
"4897","75","1150","646","format","Video",NULL,"8",NULL
"4898","75","1150","646","resourcetype","Exercise",NULL,"8",NULL
"4899","75","1150","646","time","minutes30",NULL,"8",NULL
"4905","75","1137","638","language","English",NULL,"8",NULL
"4906","75","1137","638","format","Video",NULL,"8",NULL
"4907","75","1137","638","resourcetype","Exercise",NULL,"8",NULL
"4908","75","1137","638","time","minutes30",NULL,"8",NULL
"4909","75","1137","646","language","English",NULL,"8",NULL
"4910","75","1137","646","format","Video",NULL,"8",NULL
"4911","75","1137","646","resourcetype","Exercise",NULL,"8",NULL
"4912","75","1137","646","time","minutes30",NULL,"8",NULL
"4918","75","1138","639","language","English",NULL,"8",NULL
"4919","75","1138","639","format","Video",NULL,"8",NULL
"4920","75","1138","639","resourcetype","Exercise",NULL,"8",NULL
"4921","75","1138","639","time","minutes30",NULL,"8",NULL
"4922","75","1138","646","language","English",NULL,"8",NULL
"4923","75","1138","646","format","Video",NULL,"8",NULL
"4924","75","1138","646","resourcetype","Exercise",NULL,"8",NULL
"4925","75","1138","646","time","minutes30",NULL,"8",NULL
"4931","75","1139","640","language","English",NULL,"8",NULL
"4932","75","1139","640","format","Video",NULL,"8",NULL
"4933","75","1139","640","resourcetype","Exercise",NULL,"8",NULL
"4934","75","1139","640","time","minutes30",NULL,"8",NULL
"4935","75","1139","646","language","English",NULL,"8",NULL
"4936","75","1139","646","format","Video",NULL,"8",NULL
"4937","75","1139","646","resourcetype","Exercise",NULL,"8",NULL
"4938","75","1139","646","time","minutes30",NULL,"8",NULL
"4944","75","1135","641","language","English",NULL,"8",NULL
"4945","75","1135","641","format","Video",NULL,"8",NULL
"4946","75","1135","641","resourcetype","Exercise",NULL,"8",NULL
"4947","75","1135","641","time","minutes30",NULL,"8",NULL
"4948","75","1135","646","language","English",NULL,"8",NULL
"4949","75","1135","646","format","Video",NULL,"8",NULL
"4950","75","1135","646","resourcetype","Exercise",NULL,"8",NULL
"4951","75","1135","646","time","minutes30",NULL,"8",NULL
"4957","75","1141","642","language","English",NULL,"8",NULL
"4958","75","1141","642","format","Video",NULL,"8",NULL
"4959","75","1141","642","resourcetype","Exercise",NULL,"8",NULL
"4960","75","1141","642","time","minutes30",NULL,"8",NULL
"4961","75","1141","646","language","English",NULL,"8",NULL
"4962","75","1141","646","format","Video",NULL,"8",NULL
"4963","75","1141","646","resourcetype","Exercise",NULL,"8",NULL
"4964","75","1141","646","time","minutes30",NULL,"8",NULL
"4970","75","1142","643","language","English",NULL,"8",NULL
"4971","75","1142","643","format","Video",NULL,"8",NULL
"4972","75","1142","643","resourcetype","Exercise",NULL,"8",NULL
"4973","75","1142","643","time","minutes30",NULL,"8",NULL
"4974","75","1142","646","language","English",NULL,"8",NULL
"4975","75","1142","646","format","Video",NULL,"8",NULL
"4976","75","1142","646","resourcetype","Exercise",NULL,"8",NULL
"4977","75","1142","646","time","minutes30",NULL,"8",NULL
"4983","75","1143","644","language","English",NULL,"8",NULL
"4984","75","1143","644","format","Video",NULL,"8",NULL
"4985","75","1143","644","resourcetype","Exercise",NULL,"8",NULL
"4986","75","1143","644","time","minutes30",NULL,"8",NULL
"4987","75","1143","646","language","English",NULL,"8",NULL
"4988","75","1143","646","format","Video",NULL,"8",NULL
"4989","75","1143","646","resourcetype","Exercise",NULL,"8",NULL
"4990","75","1143","646","time","minutes30",NULL,"8",NULL
"4996","75","1144","636","language","English",NULL,"8",NULL
"4997","75","1144","636","format","Video",NULL,"8",NULL
"4998","75","1144","636","resourcetype","Exercise",NULL,"8",NULL
"4999","75","1144","636","time","minutes30",NULL,"8",NULL
"5000","75","1144","646","language","English",NULL,"8",NULL
"5001","75","1144","646","format","Video",NULL,"8",NULL
"5002","75","1144","646","resourcetype","Exercise",NULL,"8",NULL
"5017","64","1003","502","language","English",NULL,"10",NULL
"5018","64","1003","502","format","Video",NULL,"10",NULL
"5019","64","1003","502","resourcetype","Exercise",NULL,"10",NULL
"5020","64","1003","502","time","minutes30",NULL,"10",NULL
"5043","75",NULL,NULL,"category","Abilità Informatiche",NULL,"8",NULL
"5079","75","1137",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5082","75","1137",NULL,"difficulty","Very easy",NULL,"8",NULL
"5083","75","1137",NULL,"status","yellow",NULL,"8",NULL
"5089","75","1145",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5092","75","1145",NULL,"difficulty","Very easy",NULL,"8",NULL
"5093","75","1145",NULL,"status","yellow",NULL,"8",NULL
"5104","75","1135",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5107","75","1135",NULL,"difficulty","Very easy",NULL,"8",NULL
"5108","75","1135",NULL,"status","yellow",NULL,"8",NULL
"5124","75","1136",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5127","75","1136",NULL,"difficulty","Very easy",NULL,"8",NULL
"5128","75","1136",NULL,"status","yellow",NULL,"8",NULL
"5129","75","1145","645","language","English",NULL,"8",NULL
"5130","75","1145","645","format","Video",NULL,"8",NULL
"5131","75","1145","645","resourcetype","Exercise",NULL,"8",NULL
"5132","75","1145","645","time","minutes30",NULL,"8",NULL
"5158","75","1150",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5161","75","1150",NULL,"difficulty","Very easy",NULL,"8",NULL
"5162","75","1150",NULL,"status","yellow",NULL,"8",NULL
"5178","75","1140",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5181","75","1140",NULL,"difficulty","Very easy",NULL,"8",NULL
"5182","75","1140",NULL,"status","yellow",NULL,"8",NULL
"5191","75","1138",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5194","75","1138",NULL,"difficulty","Very easy",NULL,"8",NULL
"5195","75","1138",NULL,"status","yellow",NULL,"8",NULL
"5196","75","1139",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5199","75","1139",NULL,"difficulty","Very easy",NULL,"8",NULL
"5200","75","1139",NULL,"status","yellow",NULL,"8",NULL
"5201","75","1141",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5204","75","1141",NULL,"difficulty","Very easy",NULL,"8",NULL
"5205","75","1141",NULL,"status","yellow",NULL,"8",NULL
"5206","75","1142",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5209","75","1142",NULL,"difficulty","Very easy",NULL,"8",NULL
"5210","75","1142",NULL,"status","yellow",NULL,"8",NULL
"5211","75","1143",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5214","75","1143",NULL,"difficulty","Very easy",NULL,"8",NULL
"5215","75","1143",NULL,"status","yellow",NULL,"8",NULL
"5216","75","1144",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5219","75","1144",NULL,"difficulty","Very easy",NULL,"8",NULL
"5220","75","1144",NULL,"status","yellow",NULL,"8",NULL
"5238","76",NULL,NULL,"keywords","internet",NULL,"6","it"
"5239","76",NULL,NULL,"keywords","robotics",NULL,"6","it"
"5240","76",NULL,NULL,"keywords","4.0",NULL,"6","it"
"5243","76",NULL,NULL,"category","Abilità Informatiche",NULL,"6",NULL
"5254","75","1146",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5257","75","1146",NULL,"difficulty","Very easy",NULL,"8",NULL
"5258","75","1146",NULL,"status","green",NULL,"8",NULL
"5259","75","1134",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5262","75","1134",NULL,"difficulty","Very easy",NULL,"8",NULL
"5263","75","1134",NULL,"status","yellow",NULL,"8",NULL
"5264","75","1162",NULL,"category","Abilità informatiche",NULL,"8",NULL
"5267","75","1162",NULL,"keywords","minutes30",NULL,"8","it"
"5268","75","1162",NULL,"keywords","ciao",NULL,"8","it"
"5269","75","1162",NULL,"difficulty","Medium",NULL,"8",NULL
"5270","75","1162",NULL,"d_req_skill","Abilità Informatiche","1","8",NULL
"5640","4",NULL,NULL,"age","25-90",NULL,"0",NULL
"5641","4","20",NULL,"age","25-90",NULL,"0",NULL
"5642","3","15",NULL,"age","18-90",NULL,"0",NULL
"5643","3","16",NULL,"age","18-90",NULL,"0",NULL
"5644","3","17",NULL,"age","18-90",NULL,"0",NULL
"5645","3","18",NULL,"age","18-90",NULL,"0",NULL
"5647","5","37",NULL,"age","6-25",NULL,"0",NULL
"5648","5","38",NULL,"age","6-25",NULL,"0",NULL
"5649","5","39",NULL,"age","6-25",NULL,"0",NULL
"5650","5","40",NULL,"age","6-25",NULL,"0",NULL
"5651","5","41",NULL,"age","6-25",NULL,"0",NULL
"5652","5","42",NULL,"age","6-25",NULL,"0",NULL
"5653","5","43",NULL,"age","6-25",NULL,"0",NULL
"5654","5","44",NULL,"age","6-25",NULL,"0",NULL
"5655","6","46",NULL,"age","18-90",NULL,"0",NULL
"5656","6","47",NULL,"age","18-90",NULL,"0",NULL
"5657","6","48",NULL,"age","18-90",NULL,"0",NULL
"5658","6","49",NULL,"age","18-90",NULL,"0",NULL
"5659","6","50",NULL,"age","18-90",NULL,"0",NULL
"5660","6","51",NULL,"age","18-90",NULL,"0",NULL
"5661","6","52",NULL,"age","18-90",NULL,"0",NULL
"5662","6","53",NULL,"age","18-90",NULL,"0",NULL
"5663","6","54",NULL,"age","18-90",NULL,"0",NULL
"5664","6","55",NULL,"age","18-90",NULL,"0",NULL
"5665","6","56",NULL,"age","18-90",NULL,"0",NULL
"5666","6","57",NULL,"age","18-90",NULL,"0",NULL
"5667","7","59",NULL,"age","18-90",NULL,"0",NULL
"5668","7","60",NULL,"age","18-90",NULL,"0",NULL
"5669","7","61",NULL,"age","18-90",NULL,"0",NULL
"5670","7","62",NULL,"age","18-90",NULL,"0",NULL
"5671","7","63",NULL,"age","18-90",NULL,"0",NULL
"5672","7","64",NULL,"age","18-90",NULL,"0",NULL
"5673","7","65",NULL,"age","18-90",NULL,"0",NULL
"5674","7","66",NULL,"age","18-90",NULL,"0",NULL
"5675","7","67",NULL,"age","18-90",NULL,"0",NULL
"5676","7","68",NULL,"age","18-90",NULL,"0",NULL
"5677","7","69",NULL,"age","18-90",NULL,"0",NULL
"5678","7","70",NULL,"age","18-90",NULL,"0",NULL
"5679","8","72",NULL,"age","18-90",NULL,"0",NULL
"5680","8","73",NULL,"age","18-90",NULL,"0",NULL
"5681","8","74",NULL,"age","18-90",NULL,"0",NULL
"5682","9","76",NULL,"age","18-90",NULL,"0",NULL
"5683","6",NULL,NULL,"age","18-90",NULL,"0",NULL
"5684","8",NULL,NULL,"age","18-90",NULL,"0",NULL
"5685","9",NULL,NULL,"age","18-90",NULL,"0",NULL
"5686","7",NULL,NULL,"age","18-90",NULL,"0",NULL
"5687","3",NULL,NULL,"age","18-90",NULL,"0",NULL
"5688","3","77",NULL,"age","18-90",NULL,"0",NULL
"5689","3","78",NULL,"age","18-90",NULL,"0",NULL
"5690","3","79",NULL,"age","18-90",NULL,"0",NULL
"5691","9","84",NULL,"age","25-90",NULL,"0",NULL
"5692","10",NULL,NULL,"age","18-70",NULL,"0",NULL
"5693","11",NULL,NULL,"age","21-70",NULL,"0",NULL
"5694","12",NULL,NULL,"age","6-40",NULL,"0",NULL
"5695","12","109",NULL,"age","6-40",NULL,"0",NULL
"5696","12","119",NULL,"age","6-60",NULL,"0",NULL
"5697","12","123",NULL,"age","6-60",NULL,"0",NULL
"5698","13",NULL,NULL,"age","6-80",NULL,"0",NULL
"5699","13","125",NULL,"age","6-80",NULL,"0",NULL
"5700","13","126",NULL,"age","6-80",NULL,"0",NULL
"5701","1","13",NULL,"age","-",NULL,"0",NULL
"5702","14",NULL,NULL,"age","6-26",NULL,"0",NULL
"5703","15",NULL,NULL,"age","6-13",NULL,"0",NULL
"5704","16",NULL,NULL,"age","6-90",NULL,"0",NULL
"5705","16","148",NULL,"age","6-90",NULL,"0",NULL
"5706","17",NULL,NULL,"age","6-24",NULL,"0",NULL
"5707","18",NULL,NULL,"age","6-18",NULL,"0",NULL
"5708","19",NULL,NULL,"age","6-20",NULL,"0",NULL
"5709","21",NULL,NULL,"age","6-23",NULL,"0",NULL
"5710","23",NULL,NULL,"age","6-17",NULL,"0",NULL
"5711","24",NULL,NULL,"age","6-22",NULL,"0",NULL
"5712","25",NULL,NULL,"age","6-22",NULL,"0",NULL
"5713","26",NULL,NULL,"age","11-70",NULL,"0",NULL
"5714","22",NULL,NULL,"age","16-80",NULL,"0",NULL
"5715","27",NULL,NULL,"age","10-70",NULL,"0",NULL
"5716","27","249",NULL,"age","10-70",NULL,"0",NULL
"5717","28",NULL,NULL,"age","6-18",NULL,"0",NULL
"5718","29",NULL,NULL,"age","6-60",NULL,"0",NULL
"5719","29","281",NULL,"age","6-60",NULL,"0",NULL
"5720","28","283",NULL,"age","6-60",NULL,"0",NULL
"5721","28","284",NULL,"age","6-60",NULL,"0",NULL
"5722","28","285",NULL,"age","6-60",NULL,"0",NULL
"5723","29","287",NULL,"age","6-60",NULL,"0",NULL
"5724","29","288",NULL,"age","6-60",NULL,"0",NULL
"5725","28","289",NULL,"age","6-60",NULL,"0",NULL
"5726","29","290",NULL,"age","6-60",NULL,"0",NULL
"5727","29","292",NULL,"age","6-60",NULL,"0",NULL
"5728","29","293",NULL,"age","6-60",NULL,"0",NULL
"5729","29","294",NULL,"age","6-60",NULL,"0",NULL
"5730","29","295",NULL,"age","6-60",NULL,"0",NULL
"5731","29","297",NULL,"age","6-60",NULL,"0",NULL
"5732","29","298",NULL,"age","6-60",NULL,"0",NULL
"5733","30",NULL,NULL,"age","6-90",NULL,"0",NULL
"5734","30","315",NULL,"age","6-60",NULL,"0",NULL
"5735","30","318",NULL,"age","6-60",NULL,"0",NULL
"5736","30","319",NULL,"age","6-60",NULL,"0",NULL
"5737","30","320",NULL,"age","6-60",NULL,"0",NULL
"5738","30","321",NULL,"age","6-60",NULL,"0",NULL
"5739","30","327",NULL,"age","6-60",NULL,"0",NULL
"5740","30","339",NULL,"age","6-60",NULL,"0",NULL
"5741","31",NULL,NULL,"age","6-90",NULL,"0",NULL
"5742","31","351",NULL,"age","6-60",NULL,"0",NULL
"5743","31","353",NULL,"age","6-60",NULL,"0",NULL
"5744","31","359",NULL,"age","6-60",NULL,"0",NULL
"5745","31","360",NULL,"age","6-60",NULL,"0",NULL
"5746","31","361",NULL,"age","6-60",NULL,"0",NULL
"5747","32",NULL,NULL,"age","6-90",NULL,"0",NULL
"5748","32","379",NULL,"age","18-60",NULL,"0",NULL
"5749","32","380",NULL,"age","6-60",NULL,"0",NULL
"5750","33",NULL,NULL,"age","6-90",NULL,"0",NULL
"5751","34","398",NULL,"age","6-25",NULL,"0",NULL
"5752","34","401",NULL,"age","6-25",NULL,"0",NULL
"5753","34","402",NULL,"age","6-25",NULL,"0",NULL
"5754","35",NULL,NULL,"age","6-90",NULL,"0",NULL
"5755","35","416",NULL,"age","18-60",NULL,"0",NULL
"5756","35","417",NULL,"age","6-90",NULL,"0",NULL
"5757","36",NULL,NULL,"age","6-90",NULL,"0",NULL
"5758","5",NULL,NULL,"age","6-25",NULL,"0",NULL
"5759","37",NULL,NULL,"age","6-22",NULL,"0",NULL
"5760","37","424",NULL,"age","6-22",NULL,"0",NULL
"5761","34","399",NULL,"age","6-25",NULL,"0",NULL
"5762","34","400",NULL,"age","6-25",NULL,"0",NULL
"5763","34","434",NULL,"age","6-25",NULL,"0",NULL
"5764","34",NULL,NULL,"age","6-25",NULL,"0",NULL
"5765","34","437",NULL,"age","6-25",NULL,"0",NULL
"5766","22","229",NULL,"age","16-80",NULL,"0",NULL
"5767","5","31",NULL,"age","6-25",NULL,"0",NULL
"5768","5","32",NULL,"age","6-25",NULL,"0",NULL
"5769","5","33",NULL,"age","6-25",NULL,"0",NULL
"5770","5","34",NULL,"age","6-25",NULL,"0",NULL
"5771","5","35",NULL,"age","6-25",NULL,"0",NULL
"5772","35","442",NULL,"age","6-25",NULL,"0",NULL
"5773","35","443",NULL,"age","6-25",NULL,"0",NULL
"5774","34","451",NULL,"age","6-60",NULL,"0",NULL
"5775","38",NULL,NULL,"age","6-90",NULL,"0",NULL
"5776","38","458",NULL,"age","6-25",NULL,"0",NULL
"5777","38","459",NULL,"age","6-25",NULL,"0",NULL
"5778","38","463",NULL,"age","6-25",NULL,"0",NULL
"5779","38","453",NULL,"age","6-25",NULL,"0",NULL
"5780","38","464",NULL,"age","6-25",NULL,"0",NULL
"5781","35","467",NULL,"age","6-25",NULL,"0",NULL
"5782","35","468",NULL,"age","6-25",NULL,"0",NULL
"5783","38","469",NULL,"age","6-25",NULL,"0",NULL
"5784","38","470",NULL,"age","6-25",NULL,"0",NULL
"5785","38","471",NULL,"age","6-25",NULL,"0",NULL
"5786","38","472",NULL,"age","6-25",NULL,"0",NULL
"5787","38","473",NULL,"age","6-25",NULL,"0",NULL
"5788","38","474",NULL,"age","6-25",NULL,"0",NULL
"5789","38","475",NULL,"age","6-25",NULL,"0",NULL
"5790","39",NULL,NULL,"age","6-90",NULL,"0",NULL
"5791","31","341",NULL,"age","6-60",NULL,"0",NULL
"5792","20","195",NULL,"age","18-70",NULL,"0",NULL
"5793","20","192",NULL,"age","18-70",NULL,"0",NULL
"5794","20","202",NULL,"age","18-70",NULL,"0",NULL
"5795","20","201",NULL,"age","18-70",NULL,"0",NULL
"5796","20","200",NULL,"age","18-70",NULL,"0",NULL
"5797","20","197",NULL,"age","18-70",NULL,"0",NULL
"5798","20","196",NULL,"age","18-70",NULL,"0",NULL
"5799","20","194",NULL,"age","18-70",NULL,"0",NULL
"5800","20","193",NULL,"age","18-70",NULL,"0",NULL
"5801","20","199",NULL,"age","18-70",NULL,"0",NULL
"5802","20","203",NULL,"age","18-70",NULL,"0",NULL
"5803","40",NULL,NULL,"age","18-80",NULL,"0",NULL
"5804","41","503",NULL,"age","18-70",NULL,"10",NULL
"5805","41","504",NULL,"age","18-70",NULL,"10",NULL
"5806","41","505",NULL,"age","18-70",NULL,"10",NULL
"5807","41","506",NULL,"age","18-70",NULL,"10",NULL
"5808","41","507",NULL,"age","18-70",NULL,"10",NULL
"5809","41","508",NULL,"age","18-70",NULL,"10",NULL
"5810","41","509",NULL,"age","18-70",NULL,"10",NULL
"5811","41","510",NULL,"age","18-70",NULL,"10",NULL
"5812","41","511",NULL,"age","18-70",NULL,"10",NULL
"5813","41","512",NULL,"age","18-70",NULL,"10",NULL
"5814","41","513",NULL,"age","18-70",NULL,"10",NULL
"5815","20","198",NULL,"age","18-70",NULL,"0",NULL
"5816","41","514",NULL,"age","18-70",NULL,"10",NULL
"5817","20","205",NULL,"age","18-70",NULL,"0",NULL
"5818","41",NULL,NULL,"age","18-70",NULL,"10",NULL
"5819","20",NULL,NULL,"age","18-70",NULL,"0",NULL
"5820","20","204",NULL,"age","18-70",NULL,"0",NULL
"5821","41","515",NULL,"age","18-70",NULL,"10",NULL
"5822","41","516",NULL,"age","18-70",NULL,"10",NULL
"5823","20","206",NULL,"age","18-70",NULL,"0",NULL
"5824","20","207",NULL,"age","18-70",NULL,"0",NULL
"5825","41","517",NULL,"age","18-70",NULL,"10",NULL
"5826","41","518",NULL,"age","18-70",NULL,"10",NULL
"5827","41","519",NULL,"age","18-70",NULL,"10",NULL
"5828","41","520",NULL,"age","18-70",NULL,"10",NULL
"5829","41","521",NULL,"age","18-70",NULL,"10",NULL
"5830","20","208",NULL,"age","18-70",NULL,"0",NULL
"5831","20","209",NULL,"age","18-70",NULL,"0",NULL
"5832","20","210",NULL,"age","18-70",NULL,"0",NULL
"5833","20","211",NULL,"age","18-70",NULL,"0",NULL
"5834","41","522",NULL,"age","18-70",NULL,"10",NULL
"5835","39","479",NULL,"age","6-90",NULL,"0",NULL
"5836","42",NULL,NULL,"age","6-90",NULL,"0",NULL
"5837","42","534",NULL,"age","6-25",NULL,"0",NULL
"5838","38","538",NULL,"age","18-70",NULL,"0",NULL
"5839","35","540",NULL,"age","18-70",NULL,"0",NULL
"5840","33","543",NULL,"age","18-70",NULL,"0",NULL
"5841","33","545",NULL,"age","18-70",NULL,"0",NULL
"5842","33","546",NULL,"age","6-25",NULL,"0",NULL
"5843","43",NULL,NULL,"age","6-90",NULL,"0",NULL
"5844","44",NULL,NULL,"age","6-90",NULL,"0",NULL
"5845","44","562",NULL,"age","6-25",NULL,"0",NULL
"5846","43","578",NULL,"age","6-25",NULL,"0",NULL
"5847","41","581",NULL,"age","18-70",NULL,"10",NULL
"5848","5","582",NULL,"age","18-70",NULL,"0",NULL
"5849","5","583",NULL,"age","18-70",NULL,"0",NULL
"5850","5","585",NULL,"age","18-70",NULL,"0",NULL
"5851","5","586",NULL,"age","18-70",NULL,"0",NULL
"5852","5","587",NULL,"age","18-70",NULL,"0",NULL
"5853","32","589",NULL,"age","18-70",NULL,"0",NULL
"5854","45","601",NULL,"age","7-50",NULL,"0",NULL
"5855","45","602",NULL,"age","7-50",NULL,"0",NULL
"5856","45","603",NULL,"age","7-50",NULL,"0",NULL
"5857","42","606",NULL,"age","6-25",NULL,"0",NULL
"5858","42","607",NULL,"age","6-25",NULL,"0",NULL
"5859","45","609",NULL,"age","7-50",NULL,"0",NULL
"5860","46",NULL,NULL,"age","6-80",NULL,"0",NULL
"5861","46","621",NULL,"age","18-70",NULL,"0",NULL
"5862","47",NULL,NULL,"age","6-80",NULL,"0",NULL
"5863","47","639",NULL,"age","6-25",NULL,"0",NULL
"5864","45","641",NULL,"age","7-50",NULL,"0",NULL
"5865","45","642",NULL,"age","7-50",NULL,"0",NULL
"5866","45","643",NULL,"age","7-50",NULL,"0",NULL
"5867","45","644",NULL,"age","7-50",NULL,"0",NULL
"5868","38","645",NULL,"age","6-25",NULL,"0",NULL
"5869","47","646",NULL,"age","18-70",NULL,"0",NULL
"5870","48",NULL,NULL,"age","6-30",NULL,"0",NULL
"5871","48","658",NULL,"age","18-70",NULL,"0",NULL
"5872","45","660",NULL,"age","7-50",NULL,"0",NULL
"5873","34","661",NULL,"age","18-70",NULL,"0",NULL
"5874","48",NULL,NULL,"age","6-90",NULL,"0",NULL
"5875","48","673",NULL,"age","6-25",NULL,"0",NULL
"5876","48","675",NULL,"age","6-25",NULL,"0",NULL
"5877","45","678",NULL,"age","7-50",NULL,"0",NULL
"5878","48","680",NULL,"age","6-25",NULL,"0",NULL
"5879","48","682",NULL,"age","6-25",NULL,"0",NULL
"5880","5","685",NULL,"age","18-70",NULL,"0",NULL
"5881","22","686",NULL,"age","18-70",NULL,"0",NULL
"5882","48","688",NULL,"age","6-25",NULL,"0",NULL
"5883","49",NULL,NULL,"age","6-90",NULL,"0",NULL
"5884","49","700",NULL,"age","6-25",NULL,"0",NULL
"5885","50",NULL,NULL,"age","6-90",NULL,"0",NULL
"5886","50","714",NULL,"age","6-25",NULL,"0",NULL
"5887","49","717",NULL,"age","6-25",NULL,"0",NULL
"5888","20","722",NULL,"age","6-25",NULL,"0",NULL
"5889","38","729",NULL,"age","6-25",NULL,"0",NULL
"5890","5","730",NULL,"age","18-70",NULL,"0",NULL
"5891","22","733",NULL,"age","6-25",NULL,"0",NULL
"5892","22","734",NULL,"age","18-70",NULL,"0",NULL
"5893","45",NULL,NULL,"age","7-50",NULL,"0",NULL
"5894","41","735",NULL,"age","6-25",NULL,"10",NULL
"5895","49",NULL,NULL,"age","6-17",NULL,"0",NULL
"5896","49","748",NULL,"age","6-25",NULL,"0",NULL
"5897","45","749",NULL,"age","18-70",NULL,"0",NULL
"5898","45","750",NULL,"age","6-25",NULL,"0",NULL
"5899","50",NULL,NULL,"age","6-20",NULL,"0",NULL
"5900","50","764",NULL,"age","6-25",NULL,"0",NULL
"5901","50","765",NULL,"age","6-25",NULL,"0",NULL
"5902","50","766",NULL,"age","6-25",NULL,"0",NULL
"5903","48","768",NULL,"age","6-25",NULL,"0",NULL
"5904","51",NULL,NULL,"age","6-20",NULL,"0",NULL
"5905","51","780",NULL,"age","6-25",NULL,"0",NULL
"5906","51","781",NULL,"age","6-25",NULL,"0",NULL
"5907","51","782",NULL,"age","6-25",NULL,"0",NULL
"5908","51","783",NULL,"age","6-25",NULL,"0",NULL
"5909","51","784",NULL,"age","6-25",NULL,"0",NULL
"5910","51","785",NULL,"age","6-25",NULL,"0",NULL
"5911","51","786",NULL,"age","6-25",NULL,"0",NULL
"5912","51","787",NULL,"age","6-25",NULL,"0",NULL
"5913","51","788",NULL,"age","6-25",NULL,"0",NULL
"5914","51","789",NULL,"age","6-25",NULL,"0",NULL
"5915","51","790",NULL,"age","6-25",NULL,"0",NULL
"5916","51","791",NULL,"age","6-25",NULL,"0",NULL
"5917","51","792",NULL,"age","6-25",NULL,"0",NULL
"5918","52",NULL,NULL,"age","6-90",NULL,"0",NULL
"5919","52","811",NULL,"age","6-90",NULL,"0",NULL
"5920","53",NULL,NULL,"age","6-60",NULL,"0",NULL
"5921","53","823",NULL,"age","6-25",NULL,"0",NULL
"5922","53","824",NULL,"age","6-25",NULL,"0",NULL
"5923","53","825",NULL,"age","6-25",NULL,"0",NULL
"5924","53","826",NULL,"age","18-70",NULL,"0",NULL
"5925","52","827",NULL,"age","6-25",NULL,"0",NULL
"5926","53","829",NULL,"age","6-25",NULL,"0",NULL
"5927","53","830",NULL,"age","6-25",NULL,"0",NULL
"5928","54",NULL,NULL,"age","6-60",NULL,"0",NULL
"5929","55",NULL,NULL,"age","6-23",NULL,"0",NULL
"5930","54","844",NULL,"age","6-25",NULL,"0",NULL
"5931","54","845",NULL,"age","6-25",NULL,"0",NULL
"5932","54","846",NULL,"age","6-25",NULL,"0",NULL
"5933","54","847",NULL,"age","6-25",NULL,"0",NULL
"5934","54","848",NULL,"age","6-25",NULL,"0",NULL
"5935","54","849",NULL,"age","6-25",NULL,"0",NULL
"5936","54","850",NULL,"age","6-25",NULL,"0",NULL
"5937","54","851",NULL,"age","6-25",NULL,"0",NULL
"5938","54","852",NULL,"age","6-25",NULL,"0",NULL
"5939","54","853",NULL,"age","6-25",NULL,"0",NULL
"5940","55","865",NULL,"age","6-25",NULL,"0",NULL
"5941","55","866",NULL,"age","6-25",NULL,"0",NULL
"5942","56",NULL,NULL,"age","6-80",NULL,"0",NULL
"5943","57","882",NULL,"age","6-70",NULL,"0",NULL
"5944","57",NULL,NULL,"age","6-70",NULL,"0",NULL
"5945","58",NULL,NULL,"age","6-20",NULL,"0",NULL
"5946","59",NULL,NULL,"age","6-25",NULL,"0",NULL
"5947","59","911",NULL,"age","18-70",NULL,"0",NULL
"5948","59","912",NULL,"age","18-70",NULL,"0",NULL
