"Id_metadata","Id_course","Id_course_sections","Id_resource","Property","Value","grade","courseGrade","lang"
"3","4",NULL,NULL,"category","Professione Farmacia",NULL,"0",NULL
"4","4",NULL,NULL,"s_req_skill","Dispositivi medici","1","0",NULL
"5","4",NULL,NULL,"s_req_skill","Presidi medico-chirurgici","1","0",NULL
"6","4",NULL,NULL,"s_acq_skill","Diagnostici in vitro","1","0",NULL
"12","4","20",NULL,"category","Professione Farmacia",NULL,"0",NULL
"15","4","20",NULL,"difficulty","Medium",NULL,"0",NULL
"16","4","20",NULL,"d_req_skill","Dispositivi medici","3","0",NULL
"17","4","20",NULL,"status","gold",NULL,"0",NULL
"26","3","15",NULL,"category","Professione Farmacia",NULL,"0",NULL
"29","3","15",NULL,"difficulty","Very easy",NULL,"0",NULL
"30","3","15",NULL,"status","green",NULL,"0",NULL
"31","3","16",NULL,"category","Professione Farmacia",NULL,"0",NULL
"34","3","16",NULL,"difficulty","Medium",NULL,"0",NULL
"35","3","16",NULL,"status","yellow",NULL,"0",NULL
"36","3","17",NULL,"category","Professione Farmacia",NULL,"0",NULL
"39","3","17",NULL,"difficulty","Medium",NULL,"0",NULL
"40","3","17",NULL,"status","yellow",NULL,"0",NULL
"41","3","18",NULL,"category","Professione Farmacia",NULL,"0",NULL
"44","3","18",NULL,"difficulty","Medium",NULL,"0",NULL
"45","3","18",NULL,"status","yellow",NULL,"0",NULL
"46","4","20","14","language","English",NULL,"0",NULL
"47","4","20","14","format","Video",NULL,"0",NULL
"48","4","20","14","resourcetype","Exercise",NULL,"0",NULL
"49","4","20","14","time","minutes30",NULL,"0",NULL
"50","4","20","14","language","English",NULL,"0",NULL
"51","4","20","14","format","Video",NULL,"0",NULL
"52","4","20","14","resourcetype","Exercise",NULL,"0",NULL
"53","4","20","14","time","minutes30",NULL,"0",NULL
"54","4","20","15","language","English",NULL,"0",NULL
"55","4","20","15","format","Video",NULL,"0",NULL
"56","4","20","15","resourcetype",,NULL,"0",NULL
"57","4","20","15","time","minutes30",NULL,"0",NULL
"58","4","20","15","language","English",NULL,"0",NULL
"59","4","20","15","format","Video",NULL,"0",NULL
"60","4","20","15","resourcetype",,NULL,"0",NULL
"61","4","20","15","time","minutes30",NULL,"0",NULL
"151","5","35","21","language","English",NULL,"0",NULL
"152","5","35","21","format","Text",NULL,"0",NULL
"153","5","35","21","resourcetype",,NULL,"0",NULL
"154","5","35","21","time","minutes90",NULL,"0",NULL
"155","5","35","21","language","English",NULL,"0",NULL
"156","5","35","21","format","Text",NULL,"0",NULL
"157","5","35","21","resourcetype",,NULL,"0",NULL
"158","5","35","21","time","minutes90",NULL,"0",NULL
"171","5","37",NULL,"category","Ati 14",NULL,"0",NULL
"174","5","37",NULL,"keywords","rianimazione",NULL,"0","it"
"175","5","37",NULL,"keywords","riabilitazione",NULL,"0","it"
"176","5","37",NULL,"keywords","terapia intensiva",NULL,"0","it"
"177","5","37",NULL,"difficulty","Medium",NULL,"0",NULL
"178","5","37",NULL,"d_req_skill","Fisiologia cardiopolmonare di base","5","0",NULL
"179","5","37",NULL,"d_req_skill","Analgesici","5","0",NULL
"180","5","37",NULL,"d_acq_skill","Fisiologia cardiopolmonare di base","6","0",NULL
"181","5","37",NULL,"d_acq_skill","Analgesici","6","0",NULL
"182","5","37",NULL,"status","green",NULL,"0",NULL
"183","5","38",NULL,"category","Ati 14",NULL,"0",NULL
"186","5","38",NULL,"keywords","post-arresto",NULL,"0","it"
"187","5","38",NULL,"keywords","outcome",NULL,"0","it"
"188","5","38",NULL,"keywords","arresto cardiaco",NULL,"0","it"
"189","5","38",NULL,"difficulty","Medium",NULL,"0",NULL
"190","5","38",NULL,"d_req_skill","Fisiologia cardiopolmonare di base","4","0",NULL
"191","5","38",NULL,"d_req_skill","Analgesici","4","0",NULL
"192","5","38",NULL,"d_acq_skill","Fisiologia cardiopolmonare di base","5","0",NULL
"193","5","38",NULL,"d_acq_skill","Analgesici","5","0",NULL
"194","5","38",NULL,"status","green",NULL,"0",NULL
"195","5","39",NULL,"category","Ati 14",NULL,"0",NULL
"198","5","39",NULL,"keywords","fisiopatologia",NULL,"0","it"
"199","5","39",NULL,"keywords","sindrome cardio-renali",NULL,"0","it"
"200","5","39",NULL,"difficulty","Difficult",NULL,"0",NULL
"201","5","39",NULL,"d_req_skill","Farmacologia di sedativi","5","0",NULL
"202","5","39",NULL,"d_req_skill","Analgesici","5","0",NULL
"203","5","39",NULL,"d_acq_skill","Farmacologia di sedativi","6","0",NULL
"204","5","39",NULL,"d_acq_skill","Analgesici","6","0",NULL
"205","5","39",NULL,"status","green",NULL,"0",NULL
"206","5","40",NULL,"category","Ati 14",NULL,"0",NULL
"209","5","40",NULL,"keywords","livello plasmatico",NULL,"0","it"
"210","5","40",NULL,"keywords","lattato",NULL,"0","it"
"211","5","40",NULL,"difficulty","Medium",NULL,"0",NULL
"212","5","40",NULL,"d_req_skill","Fisiologia cardiopolmonare di base","4","0",NULL
"213","5","40",NULL,"d_req_skill","Farmacologia di sedativi","4","0",NULL
"214","5","40",NULL,"d_acq_skill","Fisiologia cardiopolmonare di base","5","0",NULL
"215","5","40",NULL,"d_acq_skill","Farmacologia di sedativi","5","0",NULL
"216","5","40",NULL,"status","black",NULL,"0",NULL
"217","5","41",NULL,"category","Ati 14",NULL,"0",NULL
"220","5","41",NULL,"keywords","trauma cranico",NULL,"0","it"
"221","5","41",NULL,"difficulty","Medium",NULL,"0",NULL
"222","5","41",NULL,"d_req_skill","Fisiologia cardiopolmonare di base","4","0",NULL
"223","5","41",NULL,"d_req_skill","Farmacologia di sedativi","4","0",NULL
"224","5","41",NULL,"d_acq_skill","Fisiologia cardiopolmonare di base","5","0",NULL
"225","5","41",NULL,"d_acq_skill","Farmacologia di sedativi","5","0",NULL
"226","5","41",NULL,"status","green",NULL,"0",NULL
"227","5","42",NULL,"category","Ati 14",NULL,"0",NULL
"230","5","42",NULL,"keywords","microcircolo",NULL,"0","it"
"231","5","42",NULL,"keywords","resuscitazione",NULL,"0","it"
"232","5","42",NULL,"keywords","anestesia",NULL,"0","it"
"233","5","42",NULL,"difficulty","Medium",NULL,"0",NULL
"234","5","42",NULL,"d_req_skill","Farmacologia di sedativi","4","0",NULL
"235","5","42",NULL,"d_req_skill","Analgesici","4","0",NULL
"236","5","42",NULL,"d_req_skill","Procedure di sedazione","4","0",NULL
"237","5","42",NULL,"d_acq_skill","Farmacologia di sedativi","5","0",NULL
"238","5","42",NULL,"d_acq_skill","Analgesici","5","0",NULL
"239","5","42",NULL,"d_acq_skill","Procedure di sedazione","5","0",NULL
"240","5","42",NULL,"status","green",NULL,"0",NULL
"241","5","43",NULL,"category","Ati 14",NULL,"0",NULL
"244","5","43",NULL,"keywords","reni",NULL,"0","it"
"245","5","43",NULL,"keywords","insufficienza renale",NULL,"0","it"
"246","5","43",NULL,"difficulty","Medium",NULL,"0",NULL
"247","5","43",NULL,"d_req_skill","Farmacologia di sedativi","4","0",NULL
"248","5","43",NULL,"d_req_skill","Analgesici","4","0",NULL
"249","5","43",NULL,"d_req_skill","Procedure di sedazione","4","0",NULL
"250","5","43",NULL,"d_acq_skill","Farmacologia di sedativi","5","0",NULL
"251","5","43",NULL,"d_acq_skill","Analgesici","5","0",NULL
"252","5","43",NULL,"d_acq_skill","Procedure di sedazione","5","0",NULL
"253","5","43",NULL,"status","green",NULL,"0",NULL
"254","5","44",NULL,"category","Ati 14",NULL,"0",NULL
"257","5","44",NULL,"keywords","politrauma",NULL,"0","it"
"258","5","44",NULL,"keywords","terapeutici",NULL,"0","it"
"259","5","44",NULL,"keywords","sanguinamento",NULL,"0","it"
"260","5","44",NULL,"difficulty","Medium",NULL,"0",NULL
"261","5","44",NULL,"d_req_skill","Fisiologia cardiopolmonare di base","4","0",NULL
"262","5","44",NULL,"d_req_skill","Analgesici","4","0",NULL
"263","5","44",NULL,"d_req_skill","Procedure di sedazione","4","0",NULL
"264","5","44",NULL,"d_acq_skill","Fisiologia cardiopolmonare di base","5","0",NULL
"265","5","44",NULL,"d_acq_skill","Analgesici","5","0",NULL
"266","5","44",NULL,"d_acq_skill","Procedure di sedazione","5","0",NULL
"267","5","44",NULL,"status","green",NULL,"0",NULL
"296","6","46",NULL,"category","Professione Farmacia",NULL,"0",NULL
"299","6","46",NULL,"keywords","vaccino",NULL,"0","it"
"300","6","46",NULL,"keywords","pediatria",NULL,"0","it"
"301","6","46",NULL,"difficulty","Very easy",NULL,"0",NULL
"302","6","46",NULL,"d_req_skill","Dispositivi medici","4","0",NULL
"303","6","46",NULL,"d_req_skill","Presidi medico-chirurgici","5","0",NULL
"304","6","46",NULL,"d_acq_skill","Dispositivi medici","5","0",NULL
"305","6","46",NULL,"d_acq_skill","Presidi medico-chirurgici","6","0",NULL
"306","6","46",NULL,"status","yellow",NULL,"0",NULL
"307","6","47",NULL,"category","Professione Farmacia",NULL,"0",NULL
"310","6","47",NULL,"keywords","colon",NULL,"0","it"
"311","6","47",NULL,"keywords","probiotici",NULL,"0","it"
"312","6","47",NULL,"keywords","terapia famacologia",NULL,"0","it"
"313","6","47",NULL,"difficulty","Medium",NULL,"0",NULL
"314","6","47",NULL,"d_req_skill","Dispositivi medici","5","0",NULL
"315","6","47",NULL,"d_req_skill","Dietetici","4","0",NULL
"316","6","47",NULL,"d_acq_skill","Dispositivi medici","6","0",NULL
"317","6","47",NULL,"d_acq_skill","Dietetici","5","0",NULL
"318","6","47",NULL,"status","yellow",NULL,"0",NULL
"319","6","48",NULL,"category","Professione Farmacia",NULL,"0",NULL
"322","6","48",NULL,"keywords","fumo",NULL,"0","it"
"323","6","48",NULL,"keywords","smettere di fumare",NULL,"0","it"
"324","6","48",NULL,"keywords","rischi",NULL,"0","it"
"325","6","48",NULL,"keywords","strategie per smettere di fumare",NULL,"0","it"
"326","6","48",NULL,"difficulty","Medium",NULL,"0",NULL
"327","6","48",NULL,"d_req_skill","Dietetici","4","0",NULL
"328","6","48",NULL,"d_req_skill","Integratori alimentari","4","0",NULL
"329","6","48",NULL,"d_acq_skill","Dietetici","5","0",NULL
"330","6","48",NULL,"d_acq_skill","Integratori alimentari","5","0",NULL
"331","6","48",NULL,"status","yellow",NULL,"0",NULL
"332","6","49",NULL,"category","Professione Farmacia",NULL,"0",NULL
"335","6","49",NULL,"keywords","contraccettivi",NULL,"0","it"
"336","6","49",NULL,"keywords","orale",NULL,"0","it"
"337","6","49",NULL,"difficulty","Easy",NULL,"0",NULL
"338","6","49",NULL,"d_req_skill","Dispositivi medici","5","0",NULL
"339","6","49",NULL,"d_req_skill","Integratori alimentari","4","0",NULL
"340","6","49",NULL,"d_acq_skill","Dispositivi medici","6","0",NULL
"341","6","49",NULL,"d_acq_skill","Integratori alimentari","5","0",NULL
"342","6","49",NULL,"status","yellow",NULL,"0",NULL
"343","6","50",NULL,"category","Professione Farmacia",NULL,"0",NULL
"346","6","50",NULL,"keywords","farmacoterapia",NULL,"0","it"
"347","6","50",NULL,"difficulty","Medium",NULL,"0",NULL
"348","6","50",NULL,"d_req_skill","Presidi medico-chirurgici","3","0",NULL
"349","6","50",NULL,"d_req_skill","Integratori alimentari","4","0",NULL
"350","6","50",NULL,"d_acq_skill","Presidi medico-chirurgici","4","0",NULL
"351","6","50",NULL,"d_acq_skill","Integratori alimentari","5","0",NULL
"352","6","50",NULL,"status","yellow",NULL,"0",NULL
"353","6","51",NULL,"category","Professione Farmacia",NULL,"0",NULL
"356","6","51",NULL,"keywords","antiinfiammatori",NULL,"0","it"
"357","6","51",NULL,"keywords","steroidi",NULL,"0","it"
"358","6","51",NULL,"difficulty","Medium",NULL,"0",NULL
"359","6","51",NULL,"d_req_skill","Integratori alimentari","4","0",NULL
"360","6","51",NULL,"d_req_skill","Prodotti erboristici","4","0",NULL
"361","6","51",NULL,"d_acq_skill","Integratori alimentari","5","0",NULL
"362","6","51",NULL,"d_acq_skill","Prodotti erboristici","5","0",NULL
"363","6","51",NULL,"status","yellow",NULL,"0",NULL
"364","6","52",NULL,"category","Professione Farmacia",NULL,"0",NULL
"367","6","52",NULL,"keywords","psorosi",NULL,"0","it"
"368","6","52",NULL,"keywords","eziopatogenetici",NULL,"0","it"
"369","6","52",NULL,"keywords","epidemiologia",NULL,"0","it"
"370","6","52",NULL,"keywords","articolazioni",NULL,"0","it"
"371","6","52",NULL,"difficulty","Medium",NULL,"0",NULL
"372","6","52",NULL,"d_req_skill","Dispositivi medici","5","0",NULL
"373","6","52",NULL,"d_req_skill","Presidi medico-chirurgici","5","0",NULL
"374","6","52",NULL,"d_acq_skill","Dispositivi medici","6","0",NULL
"375","6","52",NULL,"d_acq_skill","Presidi medico-chirurgici","6","0",NULL
"376","6","52",NULL,"status","yellow",NULL,"0",NULL
"377","6","53",NULL,"category","Professione Farmacia",NULL,"0",NULL
"380","6","53",NULL,"keywords","rinite allergica",NULL,"0","it"
"381","6","53",NULL,"keywords","terapia",NULL,"0","it"
"382","6","53",NULL,"keywords","immunoterapia",NULL,"0","it"
"383","6","53",NULL,"difficulty","Medium",NULL,"0",NULL
"384","6","53",NULL,"d_req_skill","Dietetici","4","0",NULL
"385","6","53",NULL,"d_req_skill","Prodotti erboristici","5","0",NULL
"386","6","53",NULL,"d_acq_skill","Dietetici","5","0",NULL
"387","6","53",NULL,"d_acq_skill","Prodotti erboristici","6","0",NULL
"388","6","53",NULL,"status","yellow",NULL,"0",NULL
"389","6","54",NULL,"category","Professione Farmacia",NULL,"0",NULL
"392","6","54",NULL,"keywords","studi clinici",NULL,"0","it"
"393","6","54",NULL,"keywords","statistica",NULL,"0","it"
"394","6","54",NULL,"difficulty","Easy",NULL,"0",NULL
"395","6","54",NULL,"d_req_skill","Dispositivi medici","4","0",NULL
"396","6","54",NULL,"d_req_skill","Integratori alimentari","4","0",NULL
"397","6","54",NULL,"d_acq_skill","Dispositivi medici","5","0",NULL
"398","6","54",NULL,"d_acq_skill","Integratori alimentari","5","0",NULL
"399","6","54",NULL,"status","yellow",NULL,"0",NULL
"400","6","55",NULL,"category","Professione Farmacia",NULL,"0",NULL
"403","6","55",NULL,"keywords","farmaci biologici",NULL,"0","it"
"404","6","55",NULL,"keywords","biosimilari",NULL,"0","it"
"405","6","55",NULL,"difficulty","Easy",NULL,"0",NULL
"406","6","55",NULL,"d_req_skill","Dispositivi medici","4","0",NULL
"407","6","55",NULL,"d_req_skill","Dietetici","3","0",NULL
"408","6","55",NULL,"d_acq_skill","Dispositivi medici","5","0",NULL
"409","6","55",NULL,"d_acq_skill","Dietetici","4","0",NULL
"410","6","55",NULL,"status","yellow",NULL,"0",NULL
"411","6","56",NULL,"category","Professione Farmacia",NULL,"0",NULL
"414","6","56",NULL,"keywords","terapeutici",NULL,"0","it"
"415","6","56",NULL,"keywords","alzheimer",NULL,"0","it"
"416","6","56",NULL,"keywords","etiopatogenesi",NULL,"0","it"
"417","6","56",NULL,"keywords","demenza di alzheimer",NULL,"0","it"
"418","6","56",NULL,"difficulty","Difficult",NULL,"0",NULL
"419","6","56",NULL,"d_req_skill","Dispositivi medici","5","0",NULL
"420","6","56",NULL,"d_req_skill","Presidi medico-chirurgici","5","0",NULL
"421","6","56",NULL,"d_acq_skill","Dispositivi medici","6","0",NULL
"422","6","56",NULL,"d_acq_skill","Presidi medico-chirurgici","6","0",NULL
"423","6","56",NULL,"status","yellow",NULL,"0",NULL
"424","6","57",NULL,"category","Professione Farmacia",NULL,"0",NULL
"427","6","57",NULL,"keywords","trasmissione sessuale",NULL,"0","it"
"428","6","57",NULL,"keywords","clamidia",NULL,"0","it"
"429","6","57",NULL,"keywords","malattia",NULL,"0","it"
"430","6","57",NULL,"difficulty","Very easy",NULL,"0",NULL
"431","6","57",NULL,"d_req_skill","Dispositivi medici","5","0",NULL
"432","6","57",NULL,"d_req_skill","Presidi medico-chirurgici","5","0",NULL
"433","6","57",NULL,"d_acq_skill","Dispositivi medici","6","0",NULL
"434","6","57",NULL,"d_acq_skill","Presidi medico-chirurgici","6","0",NULL
"435","6","57",NULL,"status","yellow",NULL,"0",NULL
"449","7","59",NULL,"category","Professione Oculista",NULL,"0",NULL
"452","7","59",NULL,"keywords","emorragie",NULL,"0","it"
"453","7","59",NULL,"keywords","intravitreali",NULL,"0","it"
"454","7","59",NULL,"difficulty","Medium",NULL,"0",NULL
"455","7","59",NULL,"d_req_skill","Vitrectomia","4","0",NULL
"456","7","59",NULL,"d_req_skill","Malattie sistemiche","5","0",NULL
"457","7","59",NULL,"d_acq_skill","Vitrectomia","5","0",NULL
"458","7","59",NULL,"d_acq_skill","Malattie sistemiche","6","0",NULL
"459","7","59",NULL,"status","yellow",NULL,"0",NULL
"460","7","60",NULL,"category","Professione Oculista",NULL,"0",NULL
"463","7","60",NULL,"keywords","oct",NULL,"0","it"
"464","7","60",NULL,"keywords","uveiti",NULL,"0","it"
"465","7","60",NULL,"keywords","infiammazione oculare",NULL,"0","it"
"466","7","60",NULL,"difficulty","Medium",NULL,"0",NULL
"467","7","60",NULL,"d_req_skill","Diagnostica pupillare","4","0",NULL
"468","7","60",NULL,"d_req_skill","Cecità","3","0",NULL
"469","7","60",NULL,"d_acq_skill","Diagnostica pupillare","5","0",NULL
"470","7","60",NULL,"d_acq_skill","Cecità","4","0",NULL
"471","7","60",NULL,"status","yellow",NULL,"0",NULL
"472","7","61",NULL,"category","Professione Oculista",NULL,"0",NULL
"475","7","61",NULL,"keywords","retina",NULL,"0","it"
"476","7","61",NULL,"keywords","distacco della retina",NULL,"0","it"
"477","7","61",NULL,"keywords","episclerale",NULL,"0","it"
"478","7","61",NULL,"difficulty","Medium",NULL,"0",NULL
"479","7","61",NULL,"d_req_skill","Farmaci midriatici","3","0",NULL
"480","7","61",NULL,"d_req_skill","Cecità","4","0",NULL
"481","7","61",NULL,"d_acq_skill","Farmaci midriatici","4","0",NULL
"482","7","61",NULL,"d_acq_skill","Cecità","5","0",NULL
"483","7","61",NULL,"status","yellow",NULL,"0",NULL
"484","7","62",NULL,"category","Professione Oculista",NULL,"0",NULL
"487","7","62",NULL,"keywords","oftalmologia",NULL,"0","it"
"488","7","62",NULL,"keywords","membrana amniotica",NULL,"0","it"
"489","7","62",NULL,"difficulty","Medium",NULL,"0",NULL
"490","7","62",NULL,"d_req_skill","Prelievo di cornea","4","0",NULL
"491","7","62",NULL,"d_req_skill","Malattie sistemiche","4","0",NULL
"492","7","62",NULL,"d_acq_skill","Prelievo di cornea","5","0",NULL
"493","7","62",NULL,"d_acq_skill","Malattie sistemiche","5","0",NULL
"494","7","62",NULL,"status","yellow",NULL,"0",NULL
"495","7","63",NULL,"category","Professione Oculista",NULL,"0",NULL
"498","7","63",NULL,"keywords","paralisi oculari",NULL,"0","it"
"499","7","63",NULL,"keywords","nervi oculari",NULL,"0","it"
"500","7","63",NULL,"keywords","nervi oculomotori",NULL,"0","it"
"501","7","63",NULL,"difficulty","Easy",NULL,"0",NULL
"502","7","63",NULL,"d_req_skill","Prelievo di cornea","3","0",NULL
"503","7","63",NULL,"d_req_skill","Diagnostica pupillare","3","0",NULL
"504","7","63",NULL,"d_acq_skill","Prelievo di cornea","4","0",NULL
"505","7","63",NULL,"d_acq_skill","Diagnostica pupillare","4","0",NULL
"506","7","63",NULL,"status","yellow",NULL,"0",NULL
"507","7","64",NULL,"category","Professione Oculista",NULL,"0",NULL
"510","7","64",NULL,"keywords","impianti drenanti",NULL,"0","it"
"511","7","64",NULL,"keywords","valvole",NULL,"0","it"
"512","7","64",NULL,"difficulty","Easy",NULL,"0",NULL
"513","7","64",NULL,"d_req_skill","Prelievo di cornea","3","0",NULL
"514","7","64",NULL,"d_req_skill","Farmaci midriatici","3","0",NULL
"515","7","64",NULL,"d_acq_skill","Prelievo di cornea","4","0",NULL
"516","7","64",NULL,"d_acq_skill","Malattie sistemiche","4","0",NULL
"517","7","64",NULL,"status","yellow",NULL,"0",NULL
"518","7","65",NULL,"category","Professione Oculista",NULL,"0",NULL
"521","7","65",NULL,"keywords","trombosi venose retiniche",NULL,"0","it"
"522","7","65",NULL,"keywords","eziopatogenesi",NULL,"0","it"
"523","7","65",NULL,"difficulty","Medium",NULL,"0",NULL
"524","7","65",NULL,"d_req_skill","Farmaci midriatici","4","0",NULL
"525","7","65",NULL,"d_req_skill","Malattie sistemiche","4","0",NULL
"526","7","65",NULL,"d_acq_skill","Farmaci midriatici","5","0",NULL
"527","7","65",NULL,"d_acq_skill","Malattie sistemiche","5","0",NULL
"528","7","65",NULL,"status","yellow",NULL,"0",NULL
"529","7","66",NULL,"category","Professione Oculista",NULL,"0",NULL
"532","7","66",NULL,"keywords","oct",NULL,"0","it"
"533","7","66",NULL,"keywords","tumori",NULL,"0","it"
"534","7","66",NULL,"difficulty","Medium",NULL,"0",NULL
"535","7","66",NULL,"d_req_skill","Diagnostica pupillare","6","0",NULL
"536","7","66",NULL,"d_req_skill","Farmaci midriatici","5","0",NULL
"537","7","66",NULL,"d_acq_skill","Diagnostica pupillare","7","0",NULL
"538","7","66",NULL,"d_acq_skill","Farmaci midriatici","6","0",NULL
"539","7","66",NULL,"status","yellow",NULL,"0",NULL
"540","7","67",NULL,"category","Professione Oculista",NULL,"0",NULL
"543","7","67",NULL,"keywords","distacco posteriore",NULL,"0","it"
"544","7","67",NULL,"keywords","vitreo",NULL,"0","it"
"545","7","67",NULL,"keywords","miodesopsie",NULL,"0","it"
"546","7","67",NULL,"keywords","fotopsie",NULL,"0","it"
"547","7","67",NULL,"keywords","miopia",NULL,"0","it"
"548","7","67",NULL,"difficulty","Difficult",NULL,"0",NULL
"549","7","67",NULL,"d_req_skill","Vitrectomia","6","0",NULL
"550","7","67",NULL,"d_req_skill","Farmaci midriatici","6","0",NULL
"551","7","67",NULL,"d_acq_skill","Vitrectomia","7","0",NULL
"552","7","67",NULL,"d_acq_skill","Farmaci midriatici","7","0",NULL
"553","7","67",NULL,"status","yellow",NULL,"0",NULL
"554","7","68",NULL,"category","Professione Oculista",NULL,"0",NULL
"557","7","68",NULL,"keywords","terapia medica",NULL,"0","it"
"558","7","68",NULL,"keywords","glaucoma",NULL,"0","it"
"559","7","68",NULL,"difficulty","Medium",NULL,"0",NULL
"560","7","68",NULL,"d_req_skill","Cecità","5","0",NULL
"561","7","68",NULL,"d_req_skill","Glaucoma","5","0",NULL
"562","7","68",NULL,"d_acq_skill","Cecità","6","0",NULL
"563","7","68",NULL,"d_acq_skill","Glaucoma","6","0",NULL
"564","7","68",NULL,"status","yellow",NULL,"0",NULL
"565","7","69",NULL,"category","Professione Oculista",NULL,"0",NULL
"568","7","69",NULL,"keywords","trattamento chirurgico",NULL,"0","it"
"569","7","69",NULL,"keywords","trattamento medico",NULL,"0","it"
"570","7","69",NULL,"keywords","glaucoma neovascolare",NULL,"0","it"
"571","7","69",NULL,"difficulty","Medium",NULL,"0",NULL
"572","7","69",NULL,"d_req_skill","Malattie sistemiche","4","0",NULL
"573","7","69",NULL,"d_req_skill","Glaucoma","6","0",NULL
"574","7","69",NULL,"d_acq_skill","Malattie sistemiche","5","0",NULL
"575","7","69",NULL,"d_acq_skill","Glaucoma","7","0",NULL
"576","7","69",NULL,"status","yellow",NULL,"0",NULL
"577","7","70",NULL,"category","Professione Oculista",NULL,"0",NULL
"580","7","70",NULL,"keywords","malposizioni",NULL,"0","it"
"581","7","70",NULL,"keywords","neoformazioni palpebrali",NULL,"0","it"
"582","7","70",NULL,"keywords","semeiotica",NULL,"0","it"
"583","7","70",NULL,"difficulty","Medium",NULL,"0",NULL
"584","7","70",NULL,"d_req_skill","Vitrectomia","4","0",NULL
"585","7","70",NULL,"d_req_skill","Malattie sistemiche","4","0",NULL
"586","7","70",NULL,"d_acq_skill","Vitrectomia","5","0",NULL
"587","7","70",NULL,"d_acq_skill","Malattie sistemiche","5","0",NULL
"588","7","70",NULL,"status","yellow",NULL,"0",NULL
"598","8","72",NULL,"category","Professione Dentista",NULL,"0",NULL
"601","8","72",NULL,"keywords","arresto",NULL,"0","it"
"602","8","72",NULL,"keywords","cardio",NULL,"0","it"
"603","8","72",NULL,"keywords","arresto cardio respiratorio",NULL,"0","it"
"604","8","72",NULL,"difficulty","Medium",NULL,"0",NULL
"605","8","72",NULL,"d_req_skill","Fisiologia","5","0",NULL
"606","8","72",NULL,"d_req_skill","Chirurgia orale","4","0",NULL
"607","8","72",NULL,"d_acq_skill","Fisiologia","6","0",NULL
"608","8","72",NULL,"d_acq_skill","Chirurgia orale","5","0",NULL
"609","8","72",NULL,"status","yellow",NULL,"0",NULL
"610","8","73",NULL,"category","Professione Dentista",NULL,"0",NULL
"613","8","73",NULL,"keywords","urgenza respiratoria",NULL,"0","it"
"614","8","73",NULL,"keywords","urgenza neurologica",NULL,"0","it"
"615","8","73",NULL,"difficulty","Medium",NULL,"0",NULL
"616","8","73",NULL,"d_req_skill","Radiologia","4","0",NULL
"617","8","73",NULL,"d_req_skill","Fisiologia","5","0",NULL
"618","8","73",NULL,"d_acq_skill","Radiologia","5","0",NULL
"619","8","73",NULL,"d_acq_skill","Fisiologia","6","0",NULL
"620","8","73",NULL,"status","yellow",NULL,"0",NULL
"621","8","74",NULL,"category","Professione Dentista",NULL,"0",NULL
"624","8","74",NULL,"keywords","shock anafilattico",NULL,"0","it"
"625","8","74",NULL,"keywords","emergenze cardiovascola",NULL,"0","it"
"626","8","74",NULL,"keywords","ri",NULL,"0","it"
"627","8","74",NULL,"difficulty","Medium",NULL,"0",NULL
"628","8","74",NULL,"d_req_skill","Radiologia","4","0",NULL
"629","8","74",NULL,"d_req_skill","Fisiologia","4","0",NULL
"630","8","74",NULL,"d_acq_skill","Radiologia","5","0",NULL
"631","8","74",NULL,"d_acq_skill","Fisiologia","5","0",NULL
"632","8","74",NULL,"status","yellow",NULL,"0",NULL
"685","9","76",NULL,"category","Infermiere Online",NULL,"0",NULL
"688","9","76",NULL,"keywords","ipertensione",NULL,"0","it"
"689","9","76",NULL,"keywords","paziente anziano",NULL,"0","it"
"690","9","76",NULL,"difficulty","Medium",NULL,"0",NULL
"691","9","76",NULL,"d_req_skill","Fisiopatologia ","4","0",NULL
"692","9","76",NULL,"d_req_skill","Azioni dei farmaci","4","0",NULL
"693","9","76",NULL,"d_acq_skill","Fisiopatologia ","5","0",NULL
"694","9","76",NULL,"d_acq_skill","Azioni dei farmaci","5","0",NULL
"695","9","76",NULL,"status","yellow",NULL,"0",NULL
"701","6",NULL,NULL,"category","Professione Farmacia",NULL,"0",NULL
"704","8",NULL,NULL,"category","Professione Dentista",NULL,"0",NULL
"707","9",NULL,NULL,"category","Infermiere Online",NULL,"0",NULL
"710","7",NULL,NULL,"category","Professione Oculista",NULL,"0",NULL
"713","3",NULL,NULL,"category","Professione Farmacia",NULL,"0",NULL
"738","3","77",NULL,"category","Ati 14",NULL,"0",NULL
"741","3","77",NULL,"difficulty","Medium",NULL,"0",NULL
"742","3","77",NULL,"status","yellow",NULL,"0",NULL
"743","3","78",NULL,"category","Ati 14",NULL,"0",NULL
"746","3","78",NULL,"difficulty","Medium",NULL,"0",NULL
"747","3","78",NULL,"status","yellow",NULL,"0",NULL
"748","3","79",NULL,"category","Ati 14",NULL,"0",NULL
"751","3","79",NULL,"difficulty","Medium",NULL,"0",NULL
"752","3","79",NULL,"status","yellow",NULL,"0",NULL
"753","9","84",NULL,"category","Professione Farmacia",NULL,"0",NULL
"756","9","84",NULL,"difficulty","Medium",NULL,"0",NULL
"757","9","84",NULL,"d_req_skill","Dispositivi medici",NULL,"0",NULL
"758","9","84",NULL,"status","gold",NULL,"0",NULL
"765","10",NULL,NULL,"category","Professione Oculista",NULL,"0",NULL
"768","11",NULL,NULL,"category","Professione Farmacia",NULL,"0",NULL
"769","12",NULL,NULL,"keywords","minutes30",NULL,"0","it"
