"id","contenthash","pathnamehash","contextid","component","filearea","itemid","filepath","filename","userid","filesize","mimetype","status","source","author","license","timecreated","timemodified","sortorder","referencefileid"
"2","da39a3ee5e6b4b0d3255bfef95601890afd80709","d1da7ab1bb9c08a926037367bf8ce9a838034ead","1","theme_more","backgroundimage","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1447767954","1488466654","0",NULL
"3","fb262df98d67c4e2a5c9802403821e00cf2992af","508e674d49c30d4fde325fe6c7f6fd3d56b247e1","1","assignfeedback_editpdf","stamps","0","/","smile.png","2","1600","image/png","0",NULL,NULL,NULL,"1447767960","1447767960","0",NULL
"4","da39a3ee5e6b4b0d3255bfef95601890afd80709","70b7cdade7b4e27d4e83f0cdaad10d6a3c0cccb5","1","assignfeedback_editpdf","stamps","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1447767961","1447767961","0",NULL
"5","a4f146f120e7e00d21291b924e26aaabe9f4297a","68317eab56c67d32aeaee5acf509a0c4aa828b6b","1","assignfeedback_editpdf","stamps","0","/","sad.png","2","1702","image/png","0",NULL,NULL,NULL,"1447767961","1447767961","0",NULL
"6","33957e31ba9c763a74638b825f0a9154acf475e1","695a55ff780e61c9e59428aa425430b0d6bde53b","1","assignfeedback_editpdf","stamps","0","/","tick.png","2","1187","image/png","0",NULL,NULL,NULL,"1447767961","1447767961","0",NULL
"7","d613d55f37bb76d38d4ffb4b7b83e6c694778c30","373e63af262a9b8466ba8632551520be793c37ff","1","assignfeedback_editpdf","stamps","0","/","cross.png","2","1230","image/png","0",NULL,NULL,NULL,"1447767961","1447767961","0",NULL
"11","da39a3ee5e6b4b0d3255bfef95601890afd80709","74c104d54c05b5f8c633a36da516d37e6c5279e4","1","core","preview","0","/thumb/",".",NULL,"0",NULL,"0",NULL,NULL,NULL,"1447946319","1447946319","0",NULL
"12","da39a3ee5e6b4b0d3255bfef95601890afd80709","884555719c50529b9df662a38619d04b5b11e25c","1","core","preview","0","/",".",NULL,"0",NULL,"0",NULL,NULL,NULL,"1447946319","1447946319","0",NULL
"16","da39a3ee5e6b4b0d3255bfef95601890afd80709","1c803ace4fdbfd1a6c2b85a98aefcb2aa5bb4f65","1","theme_squared","logo","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1447946315","1488976500","0",NULL
"18","da39a3ee5e6b4b0d3255bfef95601890afd80709","6f1fa417766bfd12065bd1a47aedcb410455a7ff","1","theme_squared","pagelogo","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1447946334","1488976500","0",NULL
"39","da39a3ee5e6b4b0d3255bfef95601890afd80709","d74f716aa9b5cc37d38d1bec263e3c318598c20c","1","theme_squared","slideimage1","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1447951774","1488471678","0",NULL
"43","da39a3ee5e6b4b0d3255bfef95601890afd80709","3dff0d31342d8515b2c1fb0152ca618c58176886","1","theme_squared","headerimagecourse","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1447951912","1448533891","0",NULL
"105","ff4b42c9d55db879cd408c698ab513d76319edd2","9dee33a8f475411e1f130855748e0762b6299c54","1","core","preview","0","/thumb/","ad87b3a39a4e5fa5d47319c86c7ba1ceca145f21",NULL,"6589","image/png","0",NULL,NULL,NULL,"1448533914","1448533914","0",NULL
"106","ad87b3a39a4e5fa5d47319c86c7ba1ceca145f21","7490bace19379de34b5c5d4471586cbce4987b04","1","theme_squared","headerimagecourse","0","/","04formazione-informazione01.jpg","2","63705","image/jpeg","0","04formazione-informazione01.jpg","Admin User","allrightsreserved","1448533911","1448533917","0",NULL
"116","da39a3ee5e6b4b0d3255bfef95601890afd80709","7d75bafd6cf086dd662baba1106fe9683fa8c946","1","theme_essential","marketing2image","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1450365627","1488897668","0",NULL
"126","da39a3ee5e6b4b0d3255bfef95601890afd80709","6d790322b200bee789aaecba55b7c9fc23f20c6f","1","theme_essential","marketing1image","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1450365737","1488897668","0",NULL
"129","da39a3ee5e6b4b0d3255bfef95601890afd80709","a11a743c10b3196c7140c06e8a1a1c2b560a4613","1","theme_essential","marketing3image","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1450365773","1488897668","0",NULL
"135","da39a3ee5e6b4b0d3255bfef95601890afd80709","35f3d1195c216ae0e232edcfb76d7e4f7c17e33a","1","theme_essential","slide1image","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1450366262","1497359361","0",NULL
"137","da39a3ee5e6b4b0d3255bfef95601890afd80709","f881b15a04ddf6eb5a8b2a4723184558f0a2da2a","1","theme_essential","slide2image","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1450366266","1497359361","0",NULL
"182","da39a3ee5e6b4b0d3255bfef95601890afd80709","561036a4ad45fb728b82605e06868b240b7e11eb","1","theme_essential","pagebackground","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1450370389","1450370389","0",NULL
"210","da39a3ee5e6b4b0d3255bfef95601890afd80709","3251ed1df53f9aa024dcf8c2708cd16ef32d702c","1","theme_klass","slide1image","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1450371601","1491993495","0",NULL
"212","da39a3ee5e6b4b0d3255bfef95601890afd80709","665495dd4724eadf8740d30b7ca1170f1e8e9200","1","theme_klass","slide2image","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1450371606","1491993495","0",NULL
"217","da39a3ee5e6b4b0d3255bfef95601890afd80709","beb909c2dc25f7369eb50341ebd739177712b730","1","theme_klass","logo","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1450371948","1490457119","0",NULL
"233","da39a3ee5e6b4b0d3255bfef95601890afd80709","c98e5a77d1b054379fac49fb355c7d82943ddc6a","1","theme_klass","footerlogo","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1450372337","1492882355","0",NULL
"655","da39a3ee5e6b4b0d3255bfef95601890afd80709","b0fe8e985c5c2632633100c638a4a1e75328fba0","1","theme_essential","loginbackground","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1488296315","1491486215","0",NULL
"726","9e2f04d9d74242862b0457448a956dd974642327","51813b036a32b52af7e91157a1c67d1903c88fe7","1","core","preview","0","/thumb/","105c9a25cdd3bdcde5f5f4e815c38ff593eda173",NULL,"2255","image/png","0",NULL,NULL,NULL,"1488469162","1488469162","0",NULL
"754","db22f7edafcfe02c880cb4b7019e025a4081f9c8","f7b2f49afa7af8b527a7b33e6008aa3d745d2696","1","core","preview","0","/thumb/","4cabcaea206e4452082fe9d714e4dfa6c5350f4f",NULL,"8768","image/png","0",NULL,NULL,NULL,"1488475006","1488475006","0",NULL
"756","0fb9bf14ace7956c61123a07427380201fc58580","c24a570013ff9c13256583004b62fe4c91074aa9","1","core","preview","0","/thumb/","1afe602153a0861ec578e165dab5b8bcc7ab1764",NULL,"3701","image/png","0",NULL,NULL,NULL,"1488475224","1488475224","0",NULL
"757","4cabcaea206e4452082fe9d714e4dfa6c5350f4f","b6180e991298610b9f42f89da3b2bac844beb15e","1","theme_klass","slide1image","0","/","Untitled-1.png","2","303812","image/png","0","Untitled-1.png","Admin User","allrightsreserved","1488475005","1488475228","0",NULL
"758","1afe602153a0861ec578e165dab5b8bcc7ab1764","607a0a87e0e077158fc212f255c20a38eb867a60","1","theme_klass","slide2image","0","/","Slideshow.png","2","171192","image/png","0","Slideshow.png","Admin User","allrightsreserved","1488475223","1488475229","0",NULL
"897","da39a3ee5e6b4b0d3255bfef95601890afd80709","ab101fa6f3b2950a1981dcefd153fd11d65ca6a0","1","core","preview","0","/tinyicon/",".",NULL,"0",NULL,"0",NULL,NULL,NULL,"1489665450","1489665450","0",NULL
"1008","2ca4dfe9f39da8b60134a83c81619ceedf2cb469","036a991dce7cefc5563e07b057f255e388210ee9","1","core","preview","0","/thumb/","d9cc19c3fa03923cf71c5d224b6ecd25a398e88d",NULL,"2470","image/png","0",NULL,NULL,NULL,"1490459496","1490459496","0",NULL
"1009","d9cc19c3fa03923cf71c5d224b6ecd25a398e88d","59cd735ee271daca6128a621f2a737323fc75f17","1","theme_klass","logo","0","/","Senza titolo-2.png","2","17110","image/png","0","Senza titolo-2.png","Admin User","allrightsreserved","1490459495","1490459507","0",NULL
"1023","bba716584d0f65075aedcc661e5c0f58700a4d75","251be3aaaeced1bda1784448afb565bc7f9245c3","181","user","icon","0","/","f1.png",NULL,"19126","image/png","0",NULL,NULL,NULL,"1490612289","1490612289","0",NULL
"1024","da39a3ee5e6b4b0d3255bfef95601890afd80709","0ab5bd18bc371625c13cc226149384587a41ba20","181","user","icon","0","/",".",NULL,"0",NULL,"0",NULL,NULL,NULL,"1490612289","1490612289","0",NULL
"1025","55bbe57b79fe1306830317bce5ce7f2d22c03a9e","4c51b756a1bd8f9a261585005f8cc495be8bf954","181","user","icon","0","/","f2.png",NULL,"3167","image/png","0",NULL,NULL,NULL,"1490612289","1490612289","0",NULL
"1026","47f3df0f6942e0e95729e950928149150aa05bfa","0b003abd4ab2a6ea13fe333f1d2db95dd5c089f9","181","user","icon","0","/","f3.png",NULL,"152646","image/png","0",NULL,NULL,NULL,"1490612289","1490612289","0",NULL
"1122","b57bf5b0e5f4a640d6537d95765bde2f5896f22a","646b065848cf5b6c7a3aaddd5bbb1bfe03f4bf39","1","core","preview","0","/tinyicon/","105c9a25cdd3bdcde5f5f4e815c38ff593eda173",NULL,"334","image/png","0",NULL,NULL,NULL,"1490800218","1490800218","0",NULL
"1831","da39a3ee5e6b4b0d3255bfef95601890afd80709","6da7d8510df85f7b971331677cec428f2f111a8d","1","theme_essential","logo","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1491486430","1491486430","0",NULL
"1835","d9cc19c3fa03923cf71c5d224b6ecd25a398e88d","34c5dbcff8fe29615c7ce35f1396febe960dc843","1","theme_essential","logo","0","/","header.png","2","17110","image/png","0","header.png","Admin User","allrightsreserved","1491486510","1491486939","0",NULL
"1854","4cabcaea206e4452082fe9d714e4dfa6c5350f4f","a0a1a12fbb969c58b06b0d7c3fdb0b84ffb6c50f","1","theme_essential","slide1image","0","/","Untitled-1.png","2","303812","image/png","0","Untitled-1.png","Admin User","allrightsreserved","1491488274","1491488787","0",NULL
"1855","1afe602153a0861ec578e165dab5b8bcc7ab1764","484ad3b6bf45aa734a0afe32567437302f93093d","1","theme_essential","slide2image","0","/","Slideshow.png","2","171192","image/png","0","Slideshow.png","Admin User","allrightsreserved","1491488359","1491488787","0",NULL
"2025","105c9a25cdd3bdcde5f5f4e815c38ff593eda173","4a68b8c7075e89eeea41a06ddd30085cbaf4dd15","1","theme_klass","footerlogo","0","/","Footer ST.png","2","8038","image/png","0","Footer ST.png","Admin User","allrightsreserved","1492882417","1492882422","0",NULL
"2095","da39a3ee5e6b4b0d3255bfef95601890afd80709","48e97c76c94bba96c637da79f57dcc4679f89898","1","theme_adaptable","logo","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1493301778","1493366764","0",NULL
"2097","da39a3ee5e6b4b0d3255bfef95601890afd80709","7803911e19941a23a70c504ac76f67cbcde61c75","1","theme_adaptable","favicon","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1493301788","1493366764","0",NULL
"2101","d9cc19c3fa03923cf71c5d224b6ecd25a398e88d","bae2c36587e4f733304cd418c191d1ac91d206b4","1","theme_adaptable","logo","0","/","header.png","2","17110","image/png","0","header.png","Admin User","allrightsreserved","1493302042","1493302098","0",NULL
"2102","443f0a62df4b1eca0007a8e67b6c36001869de8a","a3dbbdde23911314e6a7751563b3968328f68fa4","1","theme_adaptable","favicon","0","/","favicon.ico","2","5430","image/vnd.microsoft.icon","0","favicon.ico","Admin User","allrightsreserved","1493301788","1493302098","0",NULL
"2123","da39a3ee5e6b4b0d3255bfef95601890afd80709","2584be293240b02d1d3c58b9cac7e81ed0fd8308","1","theme_adaptable","frontpagerendererdefaultimage","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1493364907","1493364907","0",NULL
"2563","da39a3ee5e6b4b0d3255bfef95601890afd80709","7a4df17589ee29c582937974ed74eb3cf899c4d9","1","theme_lambda","logo","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1506431797","1560176858","0",NULL
"2578","da39a3ee5e6b4b0d3255bfef95601890afd80709","f334d31ed7426e26308e38d8af2d9c7b215605c4","1","theme_lambda","carousel_image_1","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1506440425","1507800690","0",NULL
"2613","da39a3ee5e6b4b0d3255bfef95601890afd80709","6750cb3e358b85d2cb3bd2d4b64fc06c20e3e46b","1","theme_lambda","slide1image","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1507202053","1568648266","0",NULL
"2618","da39a3ee5e6b4b0d3255bfef95601890afd80709","a39f4000e49317f823a3f29aa879a0791ae8db2e","1","theme_lambda","slide2image","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1507202170","1568648266","0",NULL
"2635","da39a3ee5e6b4b0d3255bfef95601890afd80709","0c2956b34c49be7fc890259b42f4650d5cc9b695","1","theme_lambda","carousel_image_2","0","/",".","2","0","document/unknown","0",NULL,NULL,NULL,"1507202826","1507800817","0",NULL
"2729","cd0fe1ae56961bce828c46767d14e0579c0c45c4","3a5cdafdd76d1e46d1f38e08822d8166a54c5202","1071","block_html","content","0","/","logo vettoriale Social thingum.png","2","16794","image/png","0","logo vettoriale Social thingum.png","Admin User","allrightsreserved","1507797974","1507798049","0",NULL
"2730","da39a3ee5e6b4b0d3255bfef95601890afd80709","cd6edfd61a528afca56874a7d560e99f70800f7d","1071","block_html","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1507797974","1563800086","0",NULL
"3080","7a63b9bca3faa34970409a55f83c3791738d9a63","0447a9749d7c2db5dd134ce09cb41ef270707b9c","1301","user","icon","0","/","f1.jpg",NULL,"1562","image/jpeg","0",NULL,NULL,NULL,"1516910220","1516910220","0",NULL
"3081","da39a3ee5e6b4b0d3255bfef95601890afd80709","beb2a1e688bb5f7b8ddf7eecc686eeb748075c7d","1301","user","icon","0","/",".",NULL,"0",NULL,"0",NULL,NULL,NULL,"1516910220","1516910220","0",NULL
"3082","779ddd73ffedc62a18cd11a7e9dbba48c14a283e","f807c5d2896cd7ae122875f724568af968988983","1301","user","icon","0","/","f2.jpg",NULL,"994","image/jpeg","0",NULL,NULL,NULL,"1516910220","1516910220","0",NULL
"3083","c510df4c4b26f1dcfc602770aac6be8f4f640e74","b4f0ff9d03d22203ac7499274f9c1fa37e094d63","1301","user","icon","0","/","f3.jpg",NULL,"12461","image/jpeg","0",NULL,NULL,NULL,"1516910220","1516910220","0",NULL
"3101","ab2fb77014eddc8c1bf591753ecc0e2c21626452","414c5f1c7544b0eeb5077c63041837265eb8f693","1302","user","icon","0","/","f1.jpg",NULL,"3366","image/jpeg","0",NULL,NULL,NULL,"1517938303","1517938303","0",NULL
"3102","da39a3ee5e6b4b0d3255bfef95601890afd80709","a3e51838138b3766532a7169aa7ccefe43b8324c","1302","user","icon","0","/",".",NULL,"0",NULL,"0",NULL,NULL,NULL,"1517938303","1517938303","0",NULL
"3103","8bd612e7fe4df7e7dd428aa3d3a2a3559a1fc6ca","dd974492148bc98a80a5ffc7dddb33783e2b3763","1302","user","icon","0","/","f2.jpg",NULL,"1403","image/jpeg","0",NULL,NULL,NULL,"1517938303","1517938303","0",NULL
"3104","a74f13935e9633791ebc522712086bdf52e1f5b1","7e1e8c5ba096b38297d098abf3385ba041fcc026","1302","user","icon","0","/","f3.jpg",NULL,"31968","image/jpeg","0",NULL,NULL,NULL,"1517938304","1517938304","0",NULL
"3107","7d7408af0bac9d0d624f3ceed9af86db0c1093d6","6fe0d4abe3fe721fe512c4a284aa34a418b38962","1303","user","icon","0","/","f1.jpg",NULL,"3867","image/jpeg","0",NULL,NULL,NULL,"1517938341","1517938341","0",NULL
"3108","da39a3ee5e6b4b0d3255bfef95601890afd80709","32c8ff34f7c22618fb08b4339d33228feb1bbfd2","1303","user","icon","0","/",".",NULL,"0",NULL,"0",NULL,NULL,NULL,"1517938342","1517938342","0",NULL
"3109","05b38bbee8ec8c1f37170fbc6810843f80a053aa","75e8e0fec6740f7ff6ed67273c359b42c8ea2a66","1303","user","icon","0","/","f2.jpg",NULL,"1481","image/jpeg","0",NULL,NULL,NULL,"1517938342","1517938342","0",NULL
"3110","828222b59abaecff039afe9373eab6ac5b9269be","1c0b0398c0efed2bd67d85200e487390f7f9f5ba","1303","user","icon","0","/","f3.jpg",NULL,"37586","image/jpeg","0",NULL,NULL,NULL,"1517938342","1517938342","0",NULL
"3113","6a79e72023c59d5674bcf2a5fb327b92ecf0d99c","3fe1f804006273cb8368d0dd60aed9e9bf0bdcf1","1311","course","overviewfiles","0","/","Diapositiva1.jpg","2","53936","image/jpeg","0","Diapositiva1.jpg","Admin User","allrightsreserved","1507115094","1507115151","0",NULL
"3114","da39a3ee5e6b4b0d3255bfef95601890afd80709","e58de2904cdfe6f34a67ad852f6336cb760a1a13","1311","course","overviewfiles","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518342141","1518342141","0",NULL
"3115","3c0bdcd0b4f200501db7887f15f94698c5e04424","0e94507dae240c2f0ea34d702d57a830185eabb5","1315","block_html","content","0","/","88x31.png","2","1709","image/png","0","88x31.png","Admin User","allrightsreserved","1507802598","1507802647","0",NULL
"3116","da39a3ee5e6b4b0d3255bfef95601890afd80709","bbd861a8fecdc5677f6b08b4c0b0d0e51c08e0d2","1315","block_html","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518342142","1532337477","0",NULL
"3127","908f1edebc1d6dad205431543d5d71dc5fa8d74c","ac578a2b370daf69098849704538309fa757bf1f","3","backup","course","0","/","backup-moodle2-course-41-progetto_mm__20162017-20180211-1038-nu.mbz","2","93426725","application/vnd.moodle.backup","0","backup-moodle2-course-41-progetto_mm__20162017-20180211-1038-nu.mbz","Admin Admin","allrightsreserved","1518346854","1518346908","0",NULL
"3128","da39a3ee5e6b4b0d3255bfef95601890afd80709","7b3e092a78bbfcc0b922a4f1201c6f5ae1d067a9","3","backup","course","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518346855","1518346908","0",NULL
"3131","550adcee18b23d9da3297a6e3c21241daf2a7f21","2cfe241db6bcf83a515ddbf05095a45d949d425e","1343","mod_resource","content","0","/","01_moodboard.pdf","2","5629578","application/pdf","0","01_moodboard.pdf","Admin Admin","allrightsreserved","1518347613","1518347619","1",NULL
"3132","da39a3ee5e6b4b0d3255bfef95601890afd80709","ad6fbf18e07df96382301970bcfa9a7d5f66af2f","1343","mod_resource","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518347613","1518347619","0",NULL
"3135","9ad346f20a33cacef814d53195b4b90c79e5f421","d78a4abff1ec3d1e247373e983c257d587e03623","1344","mod_resource","content","0","/","Compito 1.pdf","2","44368","application/pdf","0","Compito 1.pdf","Admin Admin","allrightsreserved","1518347645","1518347647","1",NULL
"3136","da39a3ee5e6b4b0d3255bfef95601890afd80709","b51a996a08cc6ad7042dc7b050021597a1f9e243","1344","mod_resource","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518347645","1518347647","0",NULL
"3139","b02df81a5f214c9ed1c62ff410da990a074f7dcf","687f112f0c040470c9d6d34cccec281f70d55e44","1345","mod_resource","content","0","/","02_esQueneau.pdf","2","286471","application/pdf","0","02_esQueneau.pdf","Admin Admin","allrightsreserved","1518347744","1518347746","1",NULL
"3140","da39a3ee5e6b4b0d3255bfef95601890afd80709","72a0aa44633ce24e1f2ca2efe4ff26835a6258e3","1345","mod_resource","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518347744","1518347746","0",NULL
"3143","e37a37bb6d25c1c587cadc757c5a7816d4df09d8","1c9fe4665945e90ae6eb33c2e81986fcc275998c","1346","mod_resource","content","0","/","Queneau_ridotto.pdf","2","884044","application/pdf","0","Queneau_ridotto.pdf","Admin Admin","allrightsreserved","1518347781","1518347790","1",NULL
"3144","da39a3ee5e6b4b0d3255bfef95601890afd80709","47990df0ff8d6d26281499dfaf62a201b8a96a80","1346","mod_resource","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518347781","1518347790","0",NULL
"3147","711cf16a26856696d5f627657f63d2c41e5793e8","8ee9c3f8b5c97fab7e9758a6bb63e77974fd01c9","1347","mod_resource","content","0","/","Compito 2.pdf","2","188354","application/pdf","0","Compito 2.pdf","Admin Admin","allrightsreserved","1518347820","1518347823","1",NULL
"3148","da39a3ee5e6b4b0d3255bfef95601890afd80709","83c1d2f1cdc71936e3127cb96c149bd2559a0cff","1347","mod_resource","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518347820","1518347823","0",NULL
"3151","9b5493c89cf670b27f1cc7d7e8b4667f4abb0774","bc7a230847a305f9fae624f395f1c6ed997e803b","1348","mod_resource","content","0","/","iscritti ProgettoMM 16%2F17.xlsx","2","22436","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","0","iscritti ProgettoMM 16%2F17.xlsx","Admin Admin","allrightsreserved","1518347872","1518347875","1",NULL
"3152","da39a3ee5e6b4b0d3255bfef95601890afd80709","28c89a761585549a73dd2952dff2dee158f95f3c","1348","mod_resource","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518347872","1518347875","0",NULL
"3155","32edd6618fbe42bcd7652dff95933855b2b853e8","8ef639ca4736dafb43a5155f442497ced11ade88","1349","mod_resource","content","0","/","04_epica.pdf","2","1914309","application/pdf","0","04_epica.pdf","Admin Admin","allrightsreserved","1518347951","1518347981","1",NULL
"3156","da39a3ee5e6b4b0d3255bfef95601890afd80709","853ccea24ec0871cbd4ef14f6b005e3eeddc3744","1349","mod_resource","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518347951","1518347981","0",NULL
"3159","9a3d26a1b42ffbd3266c77c3f1ad398ff5ef3884","f654eb911b4a82fa8beef3fa807acd5a209d7fc5","1353","mod_resource","content","0","/","05_fiabe_propp.pdf","2","210260","application/pdf","0","05_fiabe_propp.pdf","Admin Admin","allrightsreserved","1518348139","1518348142","1",NULL
"3160","da39a3ee5e6b4b0d3255bfef95601890afd80709","22065d29f0a6f0020c66aa68943b6511af240bb9","1353","mod_resource","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518348139","1518348142","0",NULL
"3163","239f46040f9a04a7a8b8712e84ee6b82e127db70","a721cde0a092a54677be17f65d68f895c58bd357","1355","mod_resource","content","0","/","06_greimas.pdf","2","250419","application/pdf","0","06_greimas.pdf","Admin Admin","allrightsreserved","1518348226","1518348233","1",NULL
"3164","da39a3ee5e6b4b0d3255bfef95601890afd80709","58f1d4433ddde7bbd99a003e1b8fa438e4a06525","1355","mod_resource","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518348226","1518348233","0",NULL
"3167","65413054aba330780fa00763fbd0da3161900572","43ffa3be472906d82889b53c22ab7ae94db1bac4","1356","mod_resource","content","0","/","07_soggetto.pdf","2","369899","application/pdf","0","07_soggetto.pdf","Admin Admin","allrightsreserved","1518349666","1518349668","1",NULL
"3168","da39a3ee5e6b4b0d3255bfef95601890afd80709","f5a2ab5d7e1a8d0ae125adb02fe4ec60465fdf89","1356","mod_resource","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1518349666","1518349668","0",NULL
"3171","62e678dc431b006d0ccb1e71d4c33461ae203a6e","798402fb267504dbedea6636a14b125d59a2f9f4","1360","user","icon","0","/","f1.jpg",NULL,"4778","image/jpeg","0",NULL,NULL,NULL,"1519737708","1519737708","0",NULL
"3172","da39a3ee5e6b4b0d3255bfef95601890afd80709","214e6863181e5f4f57e113576d1a481587ecbab4","1360","user","icon","0","/",".",NULL,"0",NULL,"0",NULL,NULL,NULL,"1519737708","1519737708","0",NULL
"3173","e8e635712edb2741722e873fc588e4efa9075021","51db13126b623ee0a4fdf4e7f526e7afc0d9cb97","1360","user","icon","0","/","f2.jpg",NULL,"1596","image/jpeg","0",NULL,NULL,NULL,"1519737708","1519737708","0",NULL
"3174","7deee1cf72d6fafb70b34df608cb94ea6fd9e43b","9bba01aa09c226480fd75dd14a56ce47ed5d125c","1360","user","icon","0","/","f3.jpg",NULL,"47163","image/jpeg","0",NULL,NULL,NULL,"1519737708","1519737708","0",NULL
"3177","68721f78326c30817d4cf34d66200502f857d1ba","f6372466774c58327c02817865c61ce67e8120d3","1362","user","icon","0","/","f1.jpg",NULL,"4418","image/jpeg","0",NULL,NULL,NULL,"1520258317","1520258317","0",NULL
"3178","da39a3ee5e6b4b0d3255bfef95601890afd80709","b9cebff959cd6ab27539e2061d95d202591452cf","1362","user","icon","0","/",".",NULL,"0",NULL,"0",NULL,NULL,NULL,"1520258317","1520258317","0",NULL
"3179","bf606c652e332a55e57a4128cc3a5b6b15e63a82","f4e90edc06f6f3dbfaed17df9eefe21a20e0377f","1362","user","icon","0","/","f2.jpg",NULL,"1485","image/jpeg","0",NULL,NULL,NULL,"1520258317","1520258317","0",NULL
"3180","a7cb77672e6e9d518590d9efa25c946ec9c7a1be","cad67839c53513a1d2bf6394c5e6cdb81e3e219f","1362","user","icon","0","/","f3.jpg",NULL,"43534","image/jpeg","0",NULL,NULL,NULL,"1520258317","1520258317","0",NULL
"3183","33592cfbff78cf07c8fbff7c6ecc523c96629f4b","a45559b72a323d234f491cdac9dd0b04b1b559fa","1363","user","icon","0","/","f1.jpg",NULL,"3597","image/jpeg","0",NULL,NULL,NULL,"1520290876","1520290876","0",NULL
"3184","da39a3ee5e6b4b0d3255bfef95601890afd80709","0a34e879ca07272905edf99eabe6d48c3151a1fe","1363","user","icon","0","/",".",NULL,"0",NULL,"0",NULL,NULL,NULL,"1520290876","1520290876","0",NULL
"3185","80a550d2d2d5a298b91ff65fbb9ad9b5690bf571","63051a44c5fcae76553931cc11f0371dbb901442","1363","user","icon","0","/","f2.jpg",NULL,"1309","image/jpeg","0",NULL,NULL,NULL,"1520290876","1520290876","0",NULL
"3186","9283978183fd28141fc2910d0a5d8ff669ba8a18","7f3f845403f919625d4a6b7588306d1a53584d25","1363","user","icon","0","/","f3.jpg",NULL,"37321","image/jpeg","0",NULL,NULL,NULL,"1520290876","1520290876","0",NULL
"3197","9950a4a28d22b637133c6dc57f5b893c88732863","56fadb2c634d2b1680817e29a2b645d182afee1a","1477","user","icon","0","/","f1.jpg",NULL,"5428","image/jpeg","0",NULL,NULL,NULL,"1521026263","1521026263","0",NULL
"3198","da39a3ee5e6b4b0d3255bfef95601890afd80709","4ff7e89d7736886e80323d10d95da4c6326f97b7","1477","user","icon","0","/",".",NULL,"0",NULL,"0",NULL,NULL,NULL,"1521026263","1521026263","0",NULL
"3199","ee2417678ea43b366be91876f06a4acb60c8726d","fd26ecc98e5a932ac9c9a1d2a6aafb1836db9f08","1477","user","icon","0","/","f2.jpg",NULL,"1611","image/jpeg","0",NULL,NULL,NULL,"1521026263","1521026263","0",NULL
"3200","b4856b4587589b454a0e76d638a87ff9f0f2065d","028d9fbe27c4fea09dcbbe29508ac6e5bcecad86","1477","user","icon","0","/","f3.jpg",NULL,"55378","image/jpeg","0",NULL,NULL,NULL,"1521026263","1521026263","0",NULL
"3203","eebc3fff0c789e278b2d976c6ffd7f27d14ec644","632c1214574a3e94b84af9cd51188a8cbc60c8e6","1500","user","icon","0","/","f1.jpg",NULL,"3422","image/jpeg","0",NULL,NULL,NULL,"1524044529","1524044529","0",NULL
