"id","course","name","intro","introformat","instructauthors","instructauthorsformat","instructreviewers","instructreviewersformat","timemodified","phase","useexamples","usepeerassessment","useselfassessment","grade","gradinggrade","strategy","evaluation","gradedecimals","nattachments","submissionfiletypes","latesubmissions","maxbytes","examplesmode","submissionstart","submissionend","assessmentstart","assessmentend","phaseswitchassessment","conclusion","conclusionformat","overallfeedbackmode","overallfeedbackfiles","overallfeedbackfiletypes","overallfeedbackmaxbytes"
"1","64","Lavori di gruppo","<p>Lavori di gruppo del corso: creazione di una storia leggibile sui dispositivi di lettura e-book.</p>","1","<p>I lavori vanno consegnati entro il 28/07/2018 sulla piattaforma WhoTeach</p>","1","<p><b>I lavori saranno valutati in trentesimi sulla base dei seguenti punti:</b></p><p></p><ul><li><b>Chiarezza&nbsp;</b><br></li><li><b>Estetica</b><br></li><li><b>Contenuto</b><br></li></ul><p></p>","1","1532338135","10","0","1","0","0.00000","30.00000","accumulative","best","0","1","pdf, ppt","1","0","0","1530396000","1532811600","0","0","1",,"1","1","0",NULL,"0"
